记录编号,部门,员工级别,费用类型,报销金额,发票金额,金额差额,发票张数,费用发生后提交天数,审批层级数,近30天同供应商报销次数,员工近30天报销次数,员工近6个月退回次数,同类费用平均金额,高于同类平均金额比例,部门预算使用率,发票抬头是否一致,是否有合同附件,是否周末发生费用,是否疑似重复发票,供应商信用等级,审核结果
R009074,人力资源部,普通员工,差旅费,5738,5738,0,3,23,3,1,4,0,1800,2.1878,0.6737,是,是,否,否,D,人工复核
R009075,人力资源部,普通员工,通信费,269,269,0,2,31,1,6,10,2,280,-0.0393,0.6986,否,否,否,否,C,人工复核
R009076,财务部,普通员工,差旅费,3082,3082,0,2,8,2,2,5,0,1800,0.7122,1.028,是,是,否,否,A,人工复核
R009077,采购部,实习生,会议费,1375,1375,0,4,18,2,7,6,3,3200,-0.5703,0.7088,是,是,否,否,A,通过
R009078,财务部,普通员工,会议费,2439,2439,0,1,79,2,5,4,0,3200,-0.2378,0.6762,是,是,否,否,A,通过
R009079,财务部,普通员工,通信费,552,552,0,3,36,1,2,5,2,280,0.9714,0.5497,是,是,否,否,D,人工复核
R009080,销售部,实习生,差旅费,2543,2543,0,2,8,2,1,2,1,1800,0.4128,0.7757,是,是,否,否,A,通过
R009081,行政部,实习生,招待费,990,515,475,3,20,1,7,1,0,2200,-0.55,0.8136,是,是,否,否,B,通过
R009082,生产部,实习生,招待费,2037,2037,0,4,17,2,5,3,0,2200,-0.0741,1.2063,是,否,否,否,A,通过
R009083,财务部,普通员工,差旅费,7254,7254,0,5,33,3,5,4,0,1800,3.03,0.3939,是,否,否,否,A,人工复核
R009084,生产部,普通员工,办公用品,807,807,0,4,25,1,13,6,0,700,0.1529,0.5912,是,否,是,否,A,通过
R009085,生产部,普通员工,会议费,3091,3091,0,2,44,2,1,5,1,3200,-0.0341,0.7251,是,是,是,否,A,通过
R009086,采购部,主管,办公用品,375,375,0,1,57,1,4,2,0,700,-0.4643,0.4228,是,是,否,否,A,通过
R009087,财务部,普通员工,招待费,1104,1104,0,2,28,2,3,7,0,2200,-0.4982,0.7373,是,否,否,否,A,通过
R009088,采购部,实习生,培训费,4893,4893,0,4,32,2,6,7,0,2600,0.8819,0.6015,是,是,否,否,C,人工复核
R009089,信息技术部,主管,差旅费,2913,2948,35,2,4,2,12,5,5,1800,0.6183,0.5915,是,是,是,否,A,人工复核
R009090,市场部,经理,交通费,461,452,9,1,41,1,5,6,4,350,0.3171,0.8104,是,否,否,否,A,人工复核
R009091,行政部,主管,办公用品,1126,1126,0,4,41,2,2,4,1,700,0.6086,0.737,是,是,否,否,C,人工复核
R009092,行政部,普通员工,会议费,3787,3787,0,3,42,2,19,7,0,3200,0.1834,0.5062,是,是,否,否,A,人工复核
R009093,财务部,普通员工,咨询服务费,5037,5041,4,3,22,3,3,2,1,6500,-0.2251,1.0918,是,是,是,否,B,人工复核
R009094,财务部,主管,差旅费,1197,1197,0,2,10,2,2,2,1,1800,-0.335,0.4613,是,否,是,否,B,人工复核
R009095,行政部,普通员工,交通费,1345,1345,0,5,44,2,4,3,0,350,2.8429,0.955,是,是,否,否,A,人工复核
R009096,信息技术部,普通员工,培训费,4357,4357,0,3,38,2,6,3,2,2600,0.6758,0.3889,是,否,否,否,A,人工复核
R009097,采购部,主管,差旅费,1072,1025,47,1,11,2,15,4,2,1800,-0.4044,0.6284,是,是,否,否,C,退回
R009098,市场部,普通员工,招待费,4182,4188,6,4,12,2,3,6,0,2200,0.9009,0.5939,是,否,否,否,B,通过
R009099,财务部,经理,通信费,467,420,47,2,13,1,1,2,0,280,0.6679,1.015,是,是,否,否,B,人工复核
R009100,采购部,普通员工,通信费,505,505,0,3,4,1,5,14,0,280,0.8036,1.0255,是,是,否,否,A,人工复核
R009101,信息技术部,主管,培训费,2129,2129,0,2,23,2,3,1,3,2600,-0.1812,0.5275,是,是,否,否,A,通过
R009102,财务部,主管,培训费,3628,3628,0,1,34,2,8,4,0,2600,0.3954,0.5509,是,是,否,否,A,通过
R009103,人力资源部,主管,差旅费,3386,3386,0,1,27,2,8,4,0,1800,0.8811,0.4304,是,否,否,否,A,通过
R009104,财务部,普通员工,咨询服务费,3660,4420,760,1,42,2,7,3,1,6500,-0.4369,0.6316,是,是,否,否,D,退回
R009105,行政部,经理,培训费,1286,1286,0,4,44,2,3,2,0,2600,-0.5054,1.0517,是,是,否,否,C,人工复核
R009106,生产部,普通员工,交通费,562,503,59,4,43,1,7,5,0,350,0.6057,0.9095,是,否,否,否,B,人工复核
R009107,行政部,主管,会议费,3426,3397,29,1,45,2,0,3,1,3200,0.0706,1.0423,是,是,否,否,A,人工复核
R009108,信息技术部,主管,广告宣传费,5046,5046,0,1,54,3,8,3,0,5000,0.0092,0.4798,是,是,否,否,C,人工复核
R009109,人力资源部,实习生,办公用品,836,836,0,2,27,1,6,5,2,700,0.1943,0.8854,否,否,否,否,A,人工复核
R009110,信息技术部,主管,交通费,153,213,60,2,40,1,5,6,0,350,-0.5629,0.4498,否,否,否,否,C,退回
R009111,人力资源部,普通员工,差旅费,1056,1056,0,2,32,2,7,5,0,1800,-0.4133,0.8147,是,否,否,否,B,通过
R009112,生产部,普通员工,培训费,2415,2358,57,1,2,2,1,4,0,2600,-0.0712,0.5979,是,否,否,否,A,人工复核
R009113,人力资源部,实习生,交通费,925,925,0,1,3,1,7,2,2,350,1.6429,0.8476,是,是,是,否,A,人工复核
R009114,信息技术部,普通员工,交通费,443,1360,917,3,7,1,2,8,0,350,0.2657,0.8282,是,否,否,否,B,通过
R009115,生产部,普通员工,维修费,1954,1954,0,2,17,2,6,2,0,1500,0.3027,0.4131,是,是,否,否,B,通过
R009116,行政部,实习生,差旅费,3471,3471,0,2,39,2,8,6,0,1800,0.9283,1.0236,是,否,否,否,A,人工复核
R009117,生产部,普通员工,招待费,3643,3643,0,2,18,2,5,4,0,2200,0.6559,1.0701,是,否,是,否,A,人工复核
R009118,市场部,主管,咨询服务费,4831,4831,0,2,9,2,1,2,0,6500,-0.2568,0.5873,是,是,否,否,B,通过
R009119,财务部,普通员工,差旅费,3253,3253,0,1,29,2,0,10,3,1800,0.8072,0.8413,是,是,否,否,C,人工复核
R009120,财务部,主管,交通费,363,363,0,2,18,1,4,3,2,350,0.0371,1.0354,是,否,否,否,A,人工复核
R009121,采购部,普通员工,交通费,648,648,0,1,45,1,6,4,0,350,0.8514,0.4206,是,否,否,否,A,通过
R009122,行政部,主管,差旅费,1186,1201,15,2,19,2,8,5,1,1800,-0.3411,0.5657,是,否,否,否,A,通过
R009123,人力资源部,普通员工,维修费,1917,1923,6,4,37,2,8,6,0,1500,0.278,0.4092,是,是,是,否,A,通过
R009124,销售部,实习生,办公用品,909,909,0,4,26,1,3,7,0,700,0.2986,0.3626,是,是,否,否,C,人工复核
R009125,行政部,普通员工,招待费,2431,2431,0,2,24,2,2,3,0,2200,0.105,0.6159,是,否,否,否,A,通过
R009126,行政部,主管,维修费,1365,1365,0,3,26,2,1,2,0,1500,-0.09,1.0182,是,是,否,否,B,通过
R009127,信息技术部,普通员工,交通费,1191,1191,0,5,43,2,6,7,2,350,2.4029,0.6088,是,否,否,否,A,人工复核
R009128,行政部,普通员工,交通费,177,318,141,1,8,1,20,4,0,350,-0.4943,0.9714,否,否,否,否,A,退回
R009129,财务部,普通员工,广告宣传费,4120,4120,0,4,24,2,7,2,4,5000,-0.176,0.9222,是,是,否,否,A,退回
R009130,采购部,主管,差旅费,3514,3472,42,3,29,2,0,2,1,1800,0.9522,1.0555,是,否,否,是,A,退回
R009131,市场部,普通员工,差旅费,1071,1071,0,1,40,2,3,3,0,1800,-0.405,0.8041,是,否,是,否,B,通过
R009132,生产部,主管,咨询服务费,9919,10827,908,1,28,3,3,1,2,6500,0.526,0.6328,是,是,否,否,A,退回
R009133,销售部,主管,通信费,373,378,5,3,3,1,7,1,3,280,0.3321,0.9516,是,否,否,否,B,通过
R009134,市场部,实习生,会议费,4711,4711,0,2,26,2,5,1,1,3200,0.4722,0.4116,是,否,否,否,A,人工复核
R009135,采购部,普通员工,办公用品,1311,1311,0,2,90,2,2,2,0,700,0.8729,0.8159,否,是,否,否,A,退回
R009136,人力资源部,主管,交通费,163,0,163,2,18,1,19,4,0,350,-0.5343,0.6137,是,否,否,否,B,通过
R009137,市场部,普通员工,会议费,6185,6185,0,3,5,3,6,1,0,3200,0.9328,0.8552,是,否,是,否,B,人工复核
R009138,行政部,普通员工,广告宣传费,3249,2756,493,2,16,2,5,2,0,5000,-0.3502,0.3628,否,否,否,否,A,人工复核
R009139,人力资源部,普通员工,培训费,3628,3628,0,3,39,2,5,5,1,2600,0.3954,0.4495,是,是,否,否,B,通过
R009140,销售部,实习生,交通费,196,196,0,3,45,1,0,4,1,350,-0.44,1.2263,是,否,否,否,A,通过
R009141,财务部,普通员工,广告宣传费,2957,2957,0,3,11,2,5,6,0,5000,-0.4086,0.9702,是,是,否,否,B,通过
R009142,人力资源部,经理,维修费,845,875,30,2,39,1,5,7,0,1500,-0.4367,0.9662,是,是,否,否,A,人工复核
R009143,信息技术部,主管,交通费,489,468,21,4,55,1,5,6,0,350,0.3971,1.1916,是,否,否,是,B,退回
R009144,人力资源部,普通员工,差旅费,1295,776,519,1,5,2,7,1,2,1800,-0.2806,0.7214,是,否,否,否,A,人工复核
R009145,人力资源部,主管,交通费,249,249,0,4,33,1,1,5,0,350,-0.2886,0.536,是,否,是,否,B,通过
R009146,信息技术部,普通员工,通信费,491,491,0,4,35,1,0,2,3,280,0.7536,0.6728,是,否,是,否,C,人工复核
R009147,市场部,普通员工,广告宣传费,1693,1693,0,2,43,2,1,6,0,5000,-0.6614,0.4452,是,是,否,否,B,通过
R009148,人力资源部,普通员工,办公用品,265,273,8,1,39,1,5,3,0,700,-0.6214,0.6656,是,是,否,是,A,人工复核
R009149,采购部,普通员工,会议费,10031,10031,0,4,45,4,5,2,0,3200,2.1347,0.7969,是,是,否,否,B,人工复核
R009150,行政部,主管,维修费,619,616,3,2,32,1,15,7,0,1500,-0.5873,0.3774,是,否,否,否,A,人工复核
R009151,销售部,普通员工,通信费,1097,1117,20,4,31,2,0,2,0,280,2.9179,0.7987,是,否,是,否,A,人工复核
R009152,财务部,普通员工,招待费,1492,1492,0,3,85,2,0,6,1,2200,-0.3218,0.6335,是,否,否,否,C,人工复核
R009153,销售部,主管,办公用品,902,902,0,3,6,1,4,4,1,700,0.2886,0.7562,是,否,否,否,C,通过
R009154,人力资源部,普通员工,通信费,371,371,0,2,21,1,2,7,2,280,0.325,1.0369,是,是,否,否,A,退回
R009155,市场部,主管,招待费,1052,1052,0,2,37,2,8,1,0,2200,-0.5218,0.5122,是,否,是,是,A,退回
R009156,生产部,普通员工,招待费,7795,8471,676,6,31,3,17,1,0,2200,2.5432,1.1624,是,是,是,否,A,退回
R009157,销售部,普通员工,广告宣传费,1705,1705,0,1,12,2,5,17,0,5000,-0.659,0.4154,是,是,否,否,D,人工复核
R009158,信息技术部,普通员工,通信费,400,400,0,1,4,1,7,7,0,280,0.4286,0.4808,是,否,否,否,C,通过
R009159,生产部,普通员工,办公用品,224,224,0,4,38,1,6,1,0,700,-0.68,0.822,是,否,否,否,A,通过
R009160,采购部,普通员工,培训费,2873,2831,42,4,39,2,10,3,5,2600,0.105,0.7332,否,是,否,否,A,退回
R009161,人力资源部,普通员工,办公用品,942,942,0,4,6,1,6,5,0,700,0.3457,1.2177,是,否,否,是,B,人工复核
R009162,采购部,普通员工,差旅费,3225,3225,0,4,27,2,8,2,0,1800,0.7917,0.7798,是,否,否,否,A,通过
R009163,信息技术部,普通员工,通信费,220,220,0,1,35,1,8,1,0,280,-0.2143,0.7381,是,否,是,否,C,人工复核
R009164,人力资源部,普通员工,广告宣传费,8610,8610,0,3,2,3,1,3,0,5000,0.722,0.7948,是,是,是,否,A,通过
R009165,生产部,普通员工,差旅费,7731,7731,0,6,75,3,5,3,1,1800,3.295,1.0198,是,否,否,否,A,退回
R009166,财务部,主管,通信费,183,183,0,2,39,1,0,1,0,280,-0.3464,0.3575,是,否,否,否,A,通过
R009167,人力资源部,普通员工,办公用品,182,182,0,2,10,1,3,1,0,700,-0.74,1.1322,是,否,否,否,B,通过
R009168,采购部,普通员工,差旅费,1174,690,484,4,56,2,11,6,2,1800,-0.3478,0.6978,是,是,否,否,A,人工复核
R009169,信息技术部,普通员工,交通费,187,213,26,4,1,1,8,3,0,350,-0.4657,1.0788,是,否,否,否,C,人工复核
R009170,财务部,普通员工,差旅费,978,943,35,3,9,1,1,5,0,1800,-0.4567,0.3584,是,是,否,否,A,通过
R009171,销售部,普通员工,广告宣传费,1512,1512,0,4,13,2,0,7,0,5000,-0.6976,0.837,是,是,否,否,C,通过
R009172,财务部,普通员工,培训费,2598,2626,28,3,8,2,1,5,2,2600,-0.0008,0.6553,是,否,否,否,B,人工复核
R009173,财务部,实习生,办公用品,409,390,19,1,41,1,3,7,3,700,-0.4157,0.6064,是,否,否,否,C,人工复核
R009174,销售部,经理,维修费,1101,1132,31,4,4,2,1,6,3,1500,-0.266,0.5637,是,是,否,否,A,人工复核
R009175,人力资源部,普通员工,办公用品,2806,2358,448,2,35,2,10,5,1,700,3.0086,0.3805,是,否,是,否,B,退回
R009176,财务部,普通员工,通信费,339,339,0,3,76,1,2,9,1,280,0.2107,0.5138,是,否,是,否,B,人工复核
R009177,采购部,普通员工,维修费,2507,2507,0,1,10,2,6,4,0,1500,0.6713,0.4002,是,是,否,否,C,通过
R009178,生产部,普通员工,通信费,557,557,0,2,1,1,4,7,2,280,0.9893,0.7482,是,是,否,否,A,通过
R009179,市场部,主管,广告宣传费,17606,17606,0,6,14,4,16,1,0,5000,2.5212,0.4989,是,是,否,否,A,退回
R009180,生产部,普通员工,会议费,1700,1700,0,3,78,2,1,7,0,3200,-0.4688,0.8307,是,是,否,否,C,人工复核
R009181,生产部,普通员工,差旅费,1875,1875,0,1,11,2,5,7,0,1800,0.0417,0.6575,是,否,否,否,A,通过
R009182,采购部,实习生,培训费,2104,2104,0,3,20,2,4,5,0,2600,-0.1908,0.4288,是,是,否,是,A,人工复核
R009183,行政部,主管,交通费,187,187,0,1,41,1,6,4,1,350,-0.4657,1.0206,是,否,是,否,B,人工复核
R009184,行政部,普通员工,咨询服务费,11067,11015,52,4,3,4,0,1,0,6500,0.7026,1.0499,是,是,否,否,A,人工复核
R009185,市场部,经理,维修费,1545,1545,0,2,5,2,6,4,0,1500,0.03,0.596,是,否,否,否,C,人工复核
R009186,人力资源部,普通员工,交通费,464,445,19,3,27,1,5,1,1,350,0.3257,0.6822,是,否,是,否,A,通过
R009187,采购部,普通员工,交通费,403,403,0,1,15,1,8,1,0,350,0.1514,0.4118,否,是,否,否,A,退回
R009188,采购部,主管,差旅费,2114,1626,488,4,28,2,2,4,1,1800,0.1744,0.4848,是,是,是,否,B,人工复核
R009189,信息技术部,普通员工,会议费,2332,2332,0,1,37,2,4,4,0,3200,-0.2712,0.5876,是,是,否,否,D,人工复核
R009190,信息技术部,普通员工,交通费,562,527,35,4,32,1,0,2,0,350,0.6057,0.5106,是,否,否,否,B,人工复核
R009191,行政部,普通员工,通信费,377,0,377,2,44,1,0,1,0,280,0.3464,0.8819,是,否,否,是,A,退回
R009192,行政部,普通员工,交通费,130,140,10,1,6,1,0,5,1,350,-0.6286,0.5782,是,否,否,否,A,通过
R009193,市场部,普通员工,交通费,238,238,0,3,38,1,8,5,0,350,-0.32,0.4752,是,是,否,否,A,通过
R009194,销售部,普通员工,通信费,284,319,35,3,37,1,8,1,1,280,0.0143,0.79,是,是,否,否,B,人工复核
R009195,销售部,普通员工,广告宣传费,3253,3253,0,3,4,2,0,7,2,5000,-0.3494,1.0502,是,是,否,否,A,人工复核
R009196,行政部,主管,招待费,3330,3330,0,2,43,2,4,3,0,2200,0.5136,0.8855,是,否,否,否,D,人工复核
R009197,信息技术部,普通员工,办公用品,1761,1761,0,3,27,2,3,7,0,700,1.5157,1.03,是,是,否,否,A,人工复核
R009198,信息技术部,普通员工,办公用品,1213,1213,0,3,6,2,3,6,0,700,0.7329,1.0288,是,否,否,否,A,人工复核
R009199,市场部,普通员工,会议费,3979,3979,0,1,13,2,6,6,2,3200,0.2434,1.0199,是,否,否,否,B,人工复核
R009200,财务部,普通员工,培训费,9728,9728,0,4,14,3,4,10,0,2600,2.7415,0.7897,是,否,否,否,A,人工复核
R009201,生产部,实习生,招待费,1354,1354,0,1,10,2,5,4,0,2200,-0.3845,1.0332,是,否,否,否,D,人工复核
R009202,采购部,普通员工,广告宣传费,2913,2913,0,1,13,2,6,1,0,5000,-0.4174,0.8792,是,是,否,否,A,通过
R009203,销售部,普通员工,差旅费,2235,2199,36,4,43,2,0,1,0,1800,0.2417,0.5511,是,否,否,否,B,人工复核
R009204,生产部,普通员工,差旅费,2965,2965,0,1,43,2,6,3,2,1800,0.6472,0.7812,是,否,否,否,C,人工复核
R009205,信息技术部,普通员工,招待费,5950,5950,0,2,5,3,2,2,4,2200,1.7045,0.8596,是,否,否,否,C,人工复核
R009206,人力资源部,普通员工,通信费,247,247,0,1,28,1,3,7,0,280,-0.1179,0.9501,是,否,否,否,B,通过
R009207,市场部,普通员工,广告宣传费,2388,2388,0,2,35,2,0,1,1,5000,-0.5224,0.3833,否,是,否,否,B,人工复核
R009208,销售部,普通员工,维修费,1310,1330,20,2,7,2,6,3,0,1500,-0.1267,0.5223,否,是,否,否,A,通过
R009209,信息技术部,普通员工,办公用品,502,502,0,1,22,1,6,5,2,700,-0.2829,0.7468,是,否,是,否,A,通过
R009210,信息技术部,普通员工,招待费,1556,1556,0,2,10,2,5,3,1,2200,-0.2927,0.6173,是,否,否,否,B,通过
R009211,生产部,主管,办公用品,626,626,0,4,22,1,2,7,2,700,-0.1057,0.8769,是,否,否,否,A,人工复核
R009212,财务部,普通员工,交通费,387,387,0,1,9,1,7,4,1,350,0.1057,0.5128,是,否,是,否,A,通过
R009213,信息技术部,普通员工,交通费,340,309,31,2,39,1,8,5,1,350,-0.0286,0.377,是,是,否,否,B,人工复核
R009214,生产部,普通员工,交通费,412,861,449,4,24,1,1,1,0,350,0.1771,0.8432,是,否,否,否,B,通过
R009215,财务部,普通员工,差旅费,5140,5192,52,4,29,3,19,1,0,1800,1.8556,0.3993,是,否,否,否,B,人工复核
R009216,信息技术部,经理,办公用品,1378,1323,55,4,38,2,2,10,0,700,0.9686,0.9357,否,否,否,否,C,退回
R009217,采购部,普通员工,通信费,1005,1005,0,6,43,2,4,1,1,280,2.5893,1.0982,是,是,是,否,A,退回
R009218,销售部,实习生,广告宣传费,3904,3922,18,1,45,2,1,4,2,5000,-0.2192,1.0265,是,是,是,否,B,人工复核
R009219,采购部,普通员工,招待费,4922,4961,39,3,29,2,3,5,0,2200,1.2373,0.4065,是,是,否,否,A,人工复核
R009220,销售部,普通员工,交通费,429,429,0,1,8,1,2,2,1,350,0.2257,0.6065,是,是,否,否,B,通过
R009221,市场部,主管,办公用品,2219,2219,0,4,27,2,5,2,2,700,2.17,0.6395,是,是,否,否,A,人工复核
R009222,信息技术部,普通员工,差旅费,4299,4299,0,1,30,2,7,12,0,1800,1.3883,0.374,是,是,否,否,C,人工复核
R009223,人力资源部,普通员工,招待费,2455,2455,0,1,14,2,0,2,1,2200,0.1159,0.9453,是,否,否,否,A,通过
R009224,采购部,普通员工,招待费,1160,1160,0,2,11,2,7,2,1,2200,-0.4727,0.5385,是,否,否,否,C,通过
R009225,人力资源部,普通员工,维修费,1552,1552,0,1,11,2,19,4,0,1500,0.0347,0.9198,是,否,否,否,A,人工复核
R009226,信息技术部,主管,差旅费,2446,2446,0,3,16,2,5,1,1,1800,0.3589,1.0931,是,否,否,否,B,退回
R009227,财务部,普通员工,咨询服务费,2814,2814,0,2,18,2,6,4,1,6500,-0.5671,0.3873,是,是,是,否,D,人工复核
R009228,生产部,实习生,通信费,1187,1207,20,6,12,2,1,5,1,280,3.2393,0.4855,是,是,否,否,B,人工复核
R009229,行政部,普通员工,维修费,1493,1493,0,1,1,2,8,2,2,1500,-0.0047,1.2483,是,是,否,否,A,人工复核
R009230,财务部,普通员工,会议费,5566,5566,0,3,16,3,0,7,0,3200,0.7394,0.5921,是,是,是,否,A,通过
R009231,财务部,普通员工,差旅费,859,859,0,4,72,1,8,2,1,1800,-0.5228,0.4881,是,否,否,否,B,人工复核
R009232,信息技术部,主管,维修费,1701,1701,0,3,13,2,1,4,0,1500,0.134,0.6744,是,是,否,否,A,人工复核
R009233,销售部,普通员工,差旅费,6827,6827,0,8,13,3,0,8,2,1800,2.7928,0.3966,是,是,是,否,B,人工复核
R009234,生产部,主管,招待费,1476,1476,0,4,35,2,6,1,4,2200,-0.3291,0.5924,是,是,否,否,A,人工复核
R009235,财务部,普通员工,招待费,1680,1680,0,1,2,2,4,5,1,2200,-0.2364,0.6635,是,是,否,否,A,通过
R009236,信息技术部,经理,会议费,1140,1113,27,2,32,2,8,7,0,3200,-0.6438,0.6083,是,是,否,否,B,人工复核
R009237,销售部,普通员工,交通费,845,800,45,3,15,1,4,4,0,350,1.4143,0.4446,是,否,否,否,B,人工复核
R009238,人力资源部,主管,交通费,956,956,0,5,10,1,2,1,1,350,1.7314,0.9378,是,否,否,否,B,人工复核
R009239,销售部,普通员工,维修费,883,883,0,3,15,1,8,4,0,1500,-0.4113,0.3802,是,否,否,否,C,退回
R009240,人力资源部,主管,培训费,5413,5413,0,5,90,3,5,2,0,2600,1.0819,0.6996,是,否,是,是,A,人工复核
R009241,信息技术部,主管,办公用品,555,0,555,1,78,1,3,7,1,700,-0.2071,0.9571,否,否,否,否,A,退回
R009242,人力资源部,主管,差旅费,3609,3609,0,3,1,2,5,16,0,1800,1.005,0.6005,是,否,是,否,D,退回
R009243,采购部,普通员工,广告宣传费,8837,8784,53,1,20,3,0,3,1,5000,0.7674,0.7734,是,是,否,否,B,人工复核
R009244,销售部,主管,交通费,625,663,38,1,19,1,5,2,2,350,0.7857,0.3837,是,否,否,否,A,人工复核
R009245,市场部,普通员工,交通费,1363,1363,0,5,37,2,8,1,1,350,2.8943,1.0541,是,是,是,否,C,退回
R009246,生产部,普通员工,通信费,370,370,0,1,32,1,3,5,0,280,0.3214,0.6224,是,否,否,否,A,通过
R009247,人力资源部,普通员工,办公用品,1044,1044,0,2,36,2,0,6,0,700,0.4914,0.9648,是,否,否,否,A,人工复核
R009248,信息技术部,主管,会议费,4250,4026,224,4,28,2,15,2,1,3200,0.3281,0.9587,否,是,是,否,A,人工复核
R009249,采购部,经理,招待费,1708,1708,0,4,37,2,4,7,2,2200,-0.2236,0.6281,是,是,是,否,C,通过
R009250,采购部,普通员工,会议费,5521,5521,0,4,39,3,1,1,2,3200,0.7253,0.4687,是,是,否,否,B,人工复核
R009251,信息技术部,普通员工,维修费,1877,1877,0,1,16,2,0,5,2,1500,0.2513,0.4819,是,是,否,否,B,通过
R009252,人力资源部,主管,差旅费,3187,3187,0,3,8,2,8,4,1,1800,0.7706,0.6421,是,是,否,否,A,人工复核
R009253,市场部,实习生,咨询服务费,4928,4928,0,4,14,2,18,4,0,6500,-0.2418,0.7551,是,否,否,否,A,人工复核
R009254,行政部,经理,招待费,2339,2349,10,4,12,2,7,3,0,2200,0.0632,0.7175,是,是,是,否,C,通过
